Name,ALLIED BANK,MCB BANK,ABBOTT LABS.(PAK.),ADAMJEE INSURANCE COMPANY,AGP,AGRIAUTO INDUSTRIES,ARCHROMA PAKISTAN,ASKARI BANK,ATLAS HONDA,ATTOCK PETROLEUM,ATTOCK REFINERY,BANK AL HABIB,BANK AL-FALAH LIMITED,BANNU WOOLLEN MILLS,BESTWAY CEMENT,BYCO PETROLEUM PAKISTAN,CHERAT CEMENT COMPANY,COLGATE-PALMOLIVE PAKISTAN,D G KHAN CEMENT COMPANY,DAWOOD HRC.CHEMS.CORP.,DOLMEN CITY,EFU GENERAL INSURANCE,ENGRO,ENGRO FERTILIZERS,ENGRO FOODS,ENGRO POLYMER & CHEMICALS,FATIMA FERTILIZER,FAUJI CEMENT COMPANY,FAUJI FERTILIZER COMPANY,FAUJI FOODS,FAUJI FTLZ.BIN QASIM,FAYSAL BANK,FIRST HABIB MODARABA,GADOON TEXTILE MILLS,GHANI GLASS,GLAXOSMITHKLINE PAK.,GLXSK.CSM.HLTHCR. PAK.,GUL AHMED TEXTILE MILLS,HABIB BANK,HABIB METROPOLITAN BANK,HASCOL PETROLEUM,HONDA ATLAS CARS (PAKISTAN),IBRAHIM FIBRES,ICI PAKISTAN,IGI HOLDINGS,INDUS MOTOR COMPANY,INTERNATIONAL INDS.,INTERNATIONAL STEELS,JUBILEE LIFE INSURANCE COMPANY,KARACHI ELECTRIC SUPP.,KOHAT CEMENT COMPANY,KOHINOOR TEXTILE MILLS,KOT ADDU POWER COMPANY,LOTTE CHEMICAL PAKISTAN,LUCKY CEMENT,MAPLE LEAF CEMENT FACTORY,MARI PETROLEUM COMPANY,MEEZAN BANK,MILLAT TRACTORS,MURREE BREWERY COMPANY,NAT.BANK OF PAKISTAN,NATIONAL FOODS,NATIONAL REFINERY,NESTLE PAKISTAN,NISHAT CHUNIAN,NISHAT CHUNIAN POWER,NISHAT MILLS,OIL & GAS DEVELOPMENT COMPANY,ORIX LEASING PAKISTAN,PACKAGES,PAK ELEKTRON,PAK SUZUKI MOTOR,PAK.TELECM.CO.,PAKISTAN INTL.BULK,PAKISTAN OIL FIELDS,PAKISTAN PETROLEUM,PAKISTAN SERVICES,PAKISTAN STATE OIL COMPANY,PAKISTAN STOCK EXCHANGE LTD.,PAKISTAN TOBACCO COMPANY,PHILIP MORRIS PAKISTAN,PIONEER CEMENT,SAIF POWER,SERVICE INDUSTRIES,SHAKARGANJ SUGAR,SHELL PAKISTAN,SHIFU INTL HOSPITAL,STANDARD CHARTERED BANK (PAKISTAN),SUI NORTHERN GAS PIPELINES,SUI SOUTHERN GAS COMPANY,SEARL,UBL
2/15/2006,216.98,1457.67,1304.92,1280.1,NA,1995.82,2308.57,3272.65,6457.09,902.77,1051.9,1763.28,375.86,324.97,1101.02,459.47,1119.44,1289.76,309.85,3368.53,NA,1448.19,2323.68,NA,NA,NA,NA,347.5,1321.67,288.78,680.34,1142.67,206.59,9080.38,688.35,NA,2386.81,NA,1272.06,NA,1599.29,1175.64,527.75,1514.36,1564.6,5994.74,NA,168.79,61.78,5367.07,1305.96,118.46,222.78,2357.07,100.41,1626.35,528.89,9912.06,993.26,2729.64,3190.33,871.57,2293.27,7862.66,NA,3424.57,325.57,240.38,3651.38,135.24,589.09,319.06,3626.94,224.48,2942.42,NA,407.89,16984.76,196.71,NA,105.83,3532.12,885.01,NA,527.73,295.48,NA,2792.86,903.36,568.39,139.76,183.11
2/22/2006,214.62,1523.72,1277.16,1223.26,NA,2193.18,2294.66,3547.45,6485.79,955.66,1093.33,1812.5,384.27,324.97,1114.61,500.18,988.68,1346.02,310.29,3148.84,NA,1474.52,2487.11,NA,NA,NA,NA,346.25,1337.23,287.39,727.73,1156.95,197.52,9408.28,679.96,NA,2446.99,NA,1346.16,NA,1532.66,1164.17,552.49,1462.15,1499.99,5866.76,NA,179.43,59.93,5270.83,1184.79,119.16,212.66,2411.93,91.06,1511.27,597.07,10025.25,984.47,2963.47,3376.64,858.59,2350.6,7290.14,NA,3197.39,324.47,234.62,3600.67,155.42,594.69,313.91,4133.98,249.47,3053.44,NA,407.89,15871.01,192.06,NA,106.22,3369.33,874.72,NA,591.2,350.94,NA,2792.86,893.96,532.6,138.09,215.72
3/1/2006,207.55,1515.39,1277.16,1188.72,NA,1973.64,2266.85,3410.05,6026.61,916.35,1045.08,1812.5,372.59,375.88,1060.24,488.55,937.65,1221.46,332,3686.87,NA,1496.47,2646.1,NA,NA,NA,NA,318.56,1317.95,286.71,753.12,1142.67,197.52,9584.84,664.18,NA,2326.64,NA,1321.46,NA,1468.68,1204.32,570.63,1566.58,1457.58,5654.81,NA,172.34,60.39,5204.21,1004.38,127.56,227.85,2451.44,88.98,1345.42,603.27,10089.93,975.68,3365.03,3573.17,814.56,2350.6,5877.91,NA,3330.31,321.19,225.56,3617.57,156.23,583.26,304.54,4189.47,262.09,2958.28,NA,390.16,15926.7,198.26,NA,102.29,3206.54,799.25,NA,640.17,330.03,NA,2792.86,805.72,515.76,135.43,224.6
3/8/2006,209.43,1463.62,1214.96,1107.41,NA,1873.85,2169.5,3132.75,6026.61,817.17,922.9,1657.08,341.73,395.38,1054.8,418.76,923.83,1217.44,321.48,3811.38,NA,1448.19,2288.1,NA,NA,NA,NA,308.2,1258.09,277.77,695.58,1099.82,173.33,9206.49,614.48,NA,2326.64,NA,1211.54,NA,1374.06,1121.16,485.86,1478.33,1395.88,5238.89,NA,152.48,51.1,4959.91,893.98,113.72,200,2387.79,87.11,1300.57,570.21,9410.8,870.2,2950.25,3394.51,743.5,2293.27,4656.53,NA,3042.72,291.37,218.15,3377.53,168.5,541.55,286.73,3776.07,230.05,2687.14,NA,359.42,15871.01,182.46,NA,94.42,3034.86,768.38,NA,635.33,313.67,NA,2792.86,730.5,494.71,126.45,215.43
3/15/2006,189.62,1478.5,1193.31,1024.66,NA,1862.76,2259.2,3115.26,5685.11,775.01,855.26,1659.82,328.64,380.22,1054.8,363.51,966.36,1189.31,308.1,3641.98,NA,1580.72,2223.61,NA,NA,NA,NA,303.02,1277.37,264.7,727.73,1099.82,167.29,9307.39,637.98,NA,2326.64,NA,1265.89,NA,1438.03,1112.56,470.03,1514.36,1349.61,5138.92,NA,160.28,52.49,4648.99,939.76,108.44,202.53,2337.32,81.91,1199.88,559.88,9863.55,833.28,2673.73,3226.06,744.84,2364.93,5038.21,NA,3004.05,286.98,218.15,3651.15,172.87,543.34,290.01,3797.78,211.28,2541.89,NA,366.51,15871.01,176.57,NA,97.96,2861.22,771.81,NA,631.7,290.03,NA,2792.86,707.36,507.34,115.13,214.7
3/22/2006,207.08,1562.16,1179.23,1130.63,NA,1951.47,2185.93,3360.08,5739.63,910.36,989.5,1766.64,361.24,379.13,1042.57,455.11,958.92,1248.78,333.1,3608.95,NA,1914.25,2535.75,NA,NA,NA,NA,328.92,1313.9,277.77,738.99,1099.82,170.31,9568.88,644.03,NA,2246.41,NA,1365.92,NA,1472.68,1118.29,517.2,1582.25,1412.08,5458.85,NA,163.12,54.35,4922.9,928.98,111.2,202.53,2576.53,86.69,1287.76,599.14,9960.57,791.09,2851.64,3215.85,764.85,2350.6,4801.57,NA,3226.39,339.82,221.45,3710.4,185.41,567.33,304.07,4200.21,225.38,2629.18,NA,378.33,16038.07,194.23,NA,98.35,2999.74,806.11,NA,698.2,345.49,NA,2792.86,798.56,510.27,123.12,238.76
3/29/2006,197.17,1647.43,1206.19,1190.56,NA,1951.47,2176.08,3333.2,5854.43,860.05,928.15,1747.47,371.19,376.97,962.37,459.47,967.42,1248.78,338.8,3472.59,NA,2220.56,2512.86,NA,NA,NA,NA,335.4,1349.41,279.14,786.79,1099.82,164.26,9762.84,648.39,NA,2206.3,NA,1300.85,NA,1492.67,1103.96,517.86,1634.47,1415.16,5886.76,NA,157.45,53.42,5219.01,931.68,111.2,202.53,2697.24,87.32,1402.8,611.53,9983.46,804.28,2888.23,3190.33,756.18,2364.93,4839.74,NA,3277.15,339.82,217.33,3689.49,177.23,560.61,307.35,4351.47,239.65,2626.38,NA,375.38,16205.13,191.75,NA,94.42,2974.74,802.68,NA,723.59,380.04,NA,2792.86,810.91,510.27,123.12,239.13
4/5/2006,205.19,1705.47,1215.62,1338.38,NA,1907.12,2166.23,3487.77,5911.82,860.05,954.37,1892.63,391.71,366.13,1045.29,458.02,994,1366.1,333.32,3413.3,NA,2194.23,2533.34,NA,NA,NA,NA,340.58,1392.02,294.96,804.72,1071.25,178.17,10771.45,653.65,NA,2206.3,NA,1330.49,NA,1585.97,1055.21,536.99,1723.24,1526.99,5858.77,NA,177.3,54.35,5344.86,942.45,108.94,235.44,2721.38,90.02,1498.09,637.46,10267.27,766.48,2957.36,3292.42,765.96,2422.27,5152.72,NA,3426.99,341.79,218.98,3694.72,197.68,626.76,313.91,4426.05,237.71,2688.53,NA,396.07,16455.73,205.69,NA,121.56,3099.73,833.56,NA,703.64,361.85,NA,2792.86,828.56,516.93,128.44,258.57
4/12/2006,226.03,1863.12,1213.6,1325.6,NA,1862.76,2171.16,3669.21,6170.11,890,1011,1873.46,385.49,368.3,1110.53,456.56,1013.13,1366.1,339.9,3448.02,NA,2325.89,2516.48,NA,NA,NA,NA,348.35,1418.4,292.21,771.85,1099.82,181.39,11702.48,648.39,NA,2206.3,NA,1333.78,NA,1576.64,1089.62,523.79,1824.03,1628.01,5738.79,NA,199.29,52.49,5219.01,955.91,108.69,227.85,2826.72,91.06,1553.04,671.01,10317.35,790.21,3150.52,3292.42,774.85,2436.6,5343.56,NA,3361.73,356.81,224.74,3686,223.58,628.1,318.12,4608.27,239.74,2709.48,NA,469.96,16706.32,206,NA,140.05,3059.73,926.17,NA,707.27,384.58,NA,3041.12,847.97,508.05,128.44,287.07
4/19/2006,248.07,1805.79,1212.92,1406.3,NA,1818.41,1969.3,3504.57,5969.22,893.59,957.51,1843.33,364.97,368.3,1073.83,465.29,924.9,1366.1,326.23,3387.04,NA,2337.49,2602.01,NA,NA,NA,NA,318.56,1383.9,285.33,702.14,1099.82,175.35,13642.12,648.04,NA,2234.38,NA,1318.96,NA,1525.99,1063.81,502.39,1908.22,1604.11,5758.79,NA,192.2,52.03,4641.59,915.52,110.45,222.78,2741.13,81.08,1425.12,666.22,10267.27,807.79,3274.59,3292.42,753.28,2536.93,5374.09,NA,3373.82,361.91,222.27,3694.72,250.3,650.3,303.6,4926.27,256.83,2695.52,NA,442.49,17040.45,201.05,NA,178.61,2974.24,885.01,NA,703.04,409.13,NA,2979.05,775.62,521.36,126.78,287.07
4/26/2006,254.37,1805.79,1185.3,1406.3,NA,1774.06,1969.3,3262.64,5682.23,881.62,802.3,1876.2,352.54,352.05,1107.81,458.02,870.68,1346.02,312.46,3201.56,NA,2500.23,2488.77,NA,NA,NA,NA,314.68,1348.39,261.27,721.06,1071.25,168.5,13499.88,641.04,NA,2186.24,NA,1325.55,NA,1712.58,1075.28,504.74,1826.5,1511.56,5598.82,NA,204.26,51.56,4804.45,942.45,111.46,220.1,2596.29,80.46,1347.85,683,10350.74,776.15,3356.98,3371.54,701.48,2624.41,5045.84,NA,3267.48,361.24,219.8,3745.26,239.4,675.76,281.58,4848.18,255.51,2541.19,NA,469.35,19228.97,201.36,NA,171.13,2784.76,847.28,NA,683.09,368.22,NA,2892.16,780.91,508.05,126.78,292.44
5/3/2006,248.31,1777.85,1179.23,1354.36,NA,1729.71,1969.3,3148.4,6193.06,860.05,777.13,1829.64,340.72,370.47,1128.2,417.3,893,1346.02,315.06,2925.44,NA,2293.11,2469.5,NA,NA,NA,NA,322.45,1356.51,262.64,722.05,1071.25,164.87,12659.37,630.88,NA,2077.93,NA,1317.31,NA,1807.2,1058.08,485.57,1716.64,1526.99,5490.84,NA,191.49,45.99,5107.97,856.28,110.2,212.05,2657.74,81.29,1377.9,726.13,10801.5,824.49,3307.8,3317.94,677.91,2624.41,4763.4,NA,3129.72,365.68,223.09,3712.14,218.4,709.76,263.31,4615.3,250.4,2428.06,NA,445.55,19045.21,193.61,NA,173.2,2674.77,830.13,NA,700.01,369.13,NA,3034.91,806.5,496.96,119.79,283.37
5/10/2006,257.52,1792.18,1126.67,1223.32,NA,1785.15,1969.3,3057.68,6058.18,836.34,786.56,1780.34,335.75,368.3,1155.39,399.86,879.18,1309.85,312.98,2667.96,NA,2263.52,2385.17,NA,NA,NA,NA,304.32,1308.82,254.39,717.07,1042.68,160.63,12219.72,630.53,NA,2077.93,NA,1259.68,NA,2304.31,1060.95,494.32,1723.51,1735.21,5514.84,NA,185.11,46.45,4989.52,869.74,110.2,214.73,2596.29,78.58,1287.76,694.98,11686.32,870.2,3381.58,3190.33,670.35,2624.41,4763.4,NA,3040.3,348.61,223.92,3712.14,226.31,748.56,273.61,4597.71,237.89,2526.52,NA,446.77,19212.27,187.42,NA,164.95,2657.27,816.4,NA,660.72,349.13,NA,3183.86,816.21,496.96,114.47,280.22
5/17/2006,254.37,1714.79,1104.43,1150.61,NA,1527.91,1870.84,2886.31,5911.82,781,741.99,1739.25,309.01,343.39,1155.39,354.78,834.53,1311.86,294.28,2540.92,NA,2337.49,2318.92,NA,NA,NA,NA,291.37,1298.68,240.64,695.16,1028.4,147.13,12116.27,620.02,NA,1925.5,NA,1185.58,NA,2197.69,1081.02,483.89,1867.7,1580.97,5234.89,NA,169.5,41.34,4737.83,832.05,108.18,201.31,2583.12,72.97,1216.5,656.64,11118.7,774.39,3171.3,2983.59,644.12,3055.98,4465.69,NA,2851.79,335.09,209.92,3769.66,281.66,709.76,247.38,4424.99,224.59,2386.86,NA,439.44,19323.65,176.57,NA,162.89,2546.28,816.4,NA,625.66,322.76,NA,3183.86,761.5,481.43,113.14,270.78
5/24/2006,266.48,1731.99,1101.74,1117.85,NA,1552.3,1870.84,2825.83,5983.57,766.62,731.51,1741.99,296.58,346.64,1065.67,360.6,807.96,1297.8,290.38,2735.72,NA,2278.32,2415.29,NA,NA,NA,NA,291.37,1288.53,246.14,703.13,1014.12,153.18,12077.48,621.77,NA,1925.5,NA,1218.52,NA,2095.74,1060.95,478.18,2277.64,1542.41,5270.89,NA,173.76,40.88,4574.96,821.28,107.18,195.94,2558.98,72.14,1206.2,671.01,11168.79,808.67,3128.27,3075.47,632.11,3050.15,4343.55,NA,2752.71,342.41,218.15,3764.43,272.11,741.71,240.35,4316.29,225.73,2394.54,NA,421.13,18928.26,173.48,NA,160.83,2444.79,823.26,NA,625.06,333.67,NA,3183.86,765.91,481.43,111.47,273
5/31/2006,242.98,1418.84,1061.31,886.93,NA,1574.48,1772.37,2641.03,5926.17,742.67,640.26,1643.39,258.65,329.3,1065.67,318.43,712.28,1362.89,235.84,2516.35,NA,2285.71,2126.18,NA,NA,NA,NA,249.93,1254.04,220.7,607.52,999.83,139.07,11482.65,602.51,NA,1849.28,NA,1154.3,NA,1749.09,1060.95,403.52,2899.75,1462.98,4958.95,NA,151.77,36.7,4123.39,778.19,102.15,179.84,2161.74,60.5,1047.38,623.08,10834.89,796.37,2512.2,3062.71,578.08,3316.09,3984.77,NA,2344.27,285.01,202.51,3572.72,253.03,673.25,206.15,3661.99,194.89,2122.89,NA,415.03,19973.59,157.99,NA,164.95,2316.3,723.79,NA,562.79,279.12,NA,3183.86,686.5,454.81,110.14,262.82
6/7/2006,243.71,1479.41,1091.63,971.63,NA,1507.95,1723.14,2677.99,5914.69,741.47,656,1646.13,273.57,326.05,1065.67,337.33,807.96,1358.07,249.35,2862.77,NA,2293.11,2252.66,NA,NA,NA,NA,266.76,1298.68,224.14,655.33,1014.12,145.92,12646.44,607.76,NA,1849.28,NA,1177.35,NA,1789.87,1161.31,417.65,3000.69,1488.43,5198.9,NA,161.7,39.49,4182.61,885.9,104.41,182.52,2313.17,60.91,1098.89,611.1,10514.35,835.04,2555.24,3190.33,600.32,3316.09,4076.37,NA,2706.79,299.41,214.86,3686,264.21,729.16,222.55,3755.92,196.48,2175.96,NA,416.86,20381.22,154.58,NA,152.58,2499.78,720.36,NA,664.95,307.3,NA,3183.86,721.79,472.55,108.15,259.12
6/14/2006,207.62,1144.46,1037.72,786.25,NA,1448.08,1575.44,2402.46,5825.73,656.42,548.5,1506.44,241.42,308.72,1065.67,289.35,667.63,1293.78,187.01,2351.19,NA,2038.65,1957.53,NA,NA,NA,NA,212.37,1176.93,184.95,567.68,956.98,132.22,10176.63,574.48,NA,1849.28,NA,1034.09,NA,1513.46,1098.22,367.88,2394.37,1399.74,4639.02,NA,143.97,31.59,3620,748.57,98.37,158.37,1841.32,49.69,922.89,546.4,10177.11,826.25,2051.08,3190.33,520.27,3285.18,3381.71,NA,2061.51,255.97,197.57,3398.44,256.3,661.83,187.89,3056.23,152.34,1878.6,NA,369.25,19913.46,137.85,NA,152.58,2324.8,754.66,NA,612.97,246.39,NA,3183.86,588.55,472.55,99.83,218.96
6/21/2006,235.23,1460.6,1071.42,978.82,NA,1474.69,1683.75,2718.31,5997.91,754.64,528.57,1741.99,285.94,346.64,1065.67,327.15,717.59,1285.75,237.66,2625.61,NA,2263.52,2216.52,NA,NA,NA,NA,256.4,1271.02,209.01,651.34,985.55,139.07,11301.62,602.51,NA,1785.1,NA,1095.02,NA,1653.93,1132.63,393.44,2561.23,1473.77,5030.94,NA,145.39,37.16,3990.14,832.05,106.42,177.15,2348.29,55.72,1064.55,606.31,10350.74,826.25,2583.52,3241.37,589.2,3324.25,3778.66,NA,2513.44,311.57,214.04,3713.89,271.3,698.35,213.01,3614.5,180.88,2193.71,NA,402.21,19312.04,142.5,NA,146.39,2499.78,792.39,NA,664.95,273.66,NA,3183.86,732.38,516.93,102.16,259.12
6/28/2006,205.92,1380.3,1057.94,920.49,NA,1474.69,1664.06,2540.22,6084.01,737.16,456.21,1725.56,270.64,340.14,1065.67,303.89,691.02,1325.93,221.55,2473.16,NA,2233.93,1975.6,NA,NA,NA,NA,235.68,1241.08,192.51,579.64,999.83,141.89,10732.66,595.15,NA,1785.1,NA,1037.38,NA,1570.1,1115.43,360.48,2403.3,1431.36,4759,NA,148.94,36.7,3768.05,815.89,105.67,177.15,2183.69,51.14,1106.61,567.97,10651.25,808.67,2431.05,3062.71,548.73,3062.1,3389.34,NA,2329.77,283.59,214.04,3598.86,282.2,663.89,193.42,3302.12,169.34,2064.54,NA,378.41,19746.4,129.49,NA,121.65,2405.29,754.66,NA,584.55,250.93,NA,3183.86,682.08,508.05,94.84,240.06
7/5/2006,213.67,1621.2,1044.46,982.81,NA,1514.6,1693.6,2587.26,6586.23,747.7,435.23,1755.69,277.59,340.14,969.17,308.25,696.33,1390.21,228.57,2532.45,NA,2248.73,2065.95,NA,NA,NA,NA,246.04,1220.43,206.95,659.31,999.83,141.08,10254.21,595.5,NA,1604.58,NA,1093.37,NA,1484.01,1118.29,367.54,2368.96,1511.56,4719,NA,160.28,33.91,4101.18,802.43,105.17,169.1,2291.23,53.64,1064.55,606.31,10918.36,847.35,2792.57,2833.01,571.41,3207.61,3396.98,NA,2392.61,299.61,208.28,3658.12,280.84,709.53,202.46,3403.44,190.14,2146.87,NA,416.25,19312.04,132.9,NA,131.96,2389.29,720.36,NA,586.37,262.75,NA,3183.86,757.97,503.61,97.5,255.42
7/12/2006,215.61,1587.2,1061.31,900.51,NA,1485.78,1728.06,2620.87,6528.83,725.9,451.49,1769.38,273.42,321.72,969.17,305.34,702.71,1438.43,237.66,2540.92,NA,2201.39,2055.1,NA,NA,NA,NA,277.12,1197.71,205.58,636.4,1028.4,137.05,10525.77,599,NA,1564.47,NA,1086.78,NA,1522.53,1098.22,396.8,2341.5,1473.77,4818.98,NA,163.12,33.91,4145.6,753.96,103.66,171.79,2389.99,58.63,1086.04,601.52,10527.7,847.35,2782.73,2975.94,551.4,3207.61,3320.64,NA,2322.52,296.45,208.28,3668.57,271.3,686.94,206.98,3366.5,189.87,2120.61,NA,413.2,19512.52,138.47,NA,134.02,2374.79,727.22,NA,567.02,258.21,NA,3183.86,741.2,525.8,99.83,249.87
7/19/2006,215.13,1569.11,1169.12,978.82,NA,1474.69,1900.38,2573.82,6600.58,749.85,479.8,1725.56,274.11,341.22,969.17,338.79,711.21,1438.43,250.13,2667.96,NA,2263.52,2162.32,NA,NA,NA,NA,308.2,1208.04,205.58,613.5,1014.12,137.05,10603.35,623.52,NA,1488.25,NA,1071.96,NA,1617.68,1089.62,413.28,2642.25,1503.85,4830.98,NA,173.05,35.77,4397.3,799.73,105.17,171.79,2403.16,68.81,1107.68,591.93,10551.08,799.88,2760.6,3215.85,569.19,3047.52,3816.83,NA,2407.11,309.09,213.22,3635.46,272.66,698.35,213.51,3651.44,206.35,2263.97,NA,435.78,19312.04,137.54,NA,138.14,2496.28,730.65,NA,603.29,276.39,NA,3183.86,720.91,536.89,101.49,241.54
7/26/2006,212.94,1606.01,1287.05,1050.73,NA,1607.74,1854.1,2604.07,6594.84,770.22,460.4,1766.64,272.03,363.97,965.09,332.97,708.02,1526.82,256.36,2667.96,NA,2265,2133.4,NA,NA,NA,NA,301.73,1216.3,193.89,609.51,1042.68,135.24,10344.73,684.12,NA,1544.41,NA,1068.67,NA,2061.75,1069.55,416.3,2645.68,1641.13,5794.78,NA,168.09,41.34,4330.67,810.51,110.45,182.52,2455.83,66.53,1073.06,599.12,10808.18,835.04,2743.38,3062.71,568.08,2974.62,3725.22,NA,2346.69,317.89,214.86,3590.15,266.93,736.01,213.51,3632.44,214.81,2295.91,NA,422.96,19312.04,135.06,NA,142.27,2549.78,836.99,NA,585.76,277.3,NA,3103.18,731.5,530.24,121.46,237.84
8/2/2006,206.16,1634.94,1246.62,1038.74,NA,1629.92,1856.07,2772.07,6672.32,778.6,478.76,1741.99,280.38,379.13,956.93,330.06,731.41,1603.16,253.76,2413.87,NA,2307.91,2221.34,NA,NA,NA,NA,293.96,1188.42,192.51,580.63,1042.68,137.26,10215.43,658.9,NA,1524.35,NA,1095.02,NA,1792.14,1103.96,419.67,2643.62,1688.94,6026.73,NA,173.76,39.49,4204.82,821.28,109.19,179.84,2381.21,66.11,1079.99,611.1,11018.53,843.83,2844.21,3062.71,580.31,3120.13,3358.81,NA,2332.19,321.04,212.39,3590.15,263.93,814.74,224.57,3860.39,224.67,2661.41,NA,408.93,19312.04,131.04,NA,142.27,2834.75,751.23,NA,586.97,277.3,NA,3096.97,733.26,563.52,114.13,250.98
8/9/2006,215.13,1646.52,1212.92,1262.47,NA,1554.52,1821.61,2829.19,6701.02,821.72,571.57,1758.42,297.77,422.46,951.5,344.6,754.8,1607.18,253.76,2498.57,NA,2307.91,2216.52,NA,NA,NA,NA,288.78,1242.11,189.76,626.44,1085.53,147.33,10215.43,690.08,NA,1452.15,NA,1096.66,NA,1919.02,1063.81,429.75,2763.1,1696.65,5978.74,NA,170.21,38.56,4241.84,805.12,113.22,174.47,2359.26,64.45,1160.47,558.38,11429.22,843.83,2858.97,3088.24,687.03,3120.13,3458.05,NA,2295.94,321.04,214.04,3659.86,253.57,787.35,226.07,3873.06,224.67,2558.5,NA,427.24,20033.73,133.83,NA,137.32,3130.23,775.24,NA,598.46,273.66,NA,3096.97,763.26,541.33,113.47,251.72
8/16/2006,209.55,1649.41,1200.79,1295.23,NA,1519.04,1785.17,2856.07,6709.63,820.53,571.57,1763.9,292.9,411.63,951.5,334.42,744.17,1607.18,252.72,2456.22,NA,2293.11,2193.64,NA,NA,NA,NA,284.89,1239.01,191.82,634.41,1042.68,135.04,10086.11,685.88,NA,1484.24,NA,1103.25,NA,1889.56,1089.62,433.45,2782.33,1696.65,5958.75,NA,168.79,37.16,4197.42,775.5,111.2,171.79,2354.87,64.03,1126.72,563.17,11185.48,857.02,2900.78,3062.71,700.15,2988.91,3412.24,NA,2291.1,309.99,206.63,3659.86,264.48,798.77,225.07,3947.99,225.82,2574.82,NA,427.24,20047.11,133.21,NA,144.33,3179.72,830.13,NA,591.2,266.39,NA,3096.97,802.09,541.33,110.81,246.72
8/23/2006,204.71,1617.58,1176.54,1285.65,NA,1530.13,1795.77,2768.71,6680.93,766.62,523.33,1744.73,272.03,379.13,951.5,318.43,729.29,1771.92,255.58,2456.22,NA,2307.91,2256.28,NA,NA,NA,NA,273.24,1209.07,184.95,614.49,1028.4,136.05,9801.63,686.58,NA,1404.01,NA,1152.65,NA,1785.34,1089.62,406.55,2756.92,1678.91,5806.87,NA,165.25,36.23,4056.77,745.88,113.47,169.1,2289.03,62.37,1123.26,546.4,11485.98,854.38,2777.81,3062.71,662.57,2971.41,3297.74,NA,2150.93,292.84,213.22,3607.58,261.48,791.46,220.55,3809.74,214.28,2502.43,NA,427.24,20047.11,125.46,NA,133.2,3065.23,734.08,NA,554.93,249.12,NA,3096.97,787.09,594.58,106.48,237.65
8/30/2006,199.38,1555.37,1160.36,1242.5,NA,1649.88,1763.4,2869.51,7142.97,806.15,553.22,1711.86,263.68,389.97,951.5,300.98,708.02,1747.81,236.62,2456.22,NA,2337.49,2192.43,NA,NA,NA,NA,270.65,1200.81,185.64,583.62,1042.68,133.02,10086.11,688.33,NA,1404.01,NA,1134.54,NA,1696.98,1089.62,395.45,2595.56,1756.03,5790.59,NA,154.61,36.23,3923.51,713.57,115.73,161.05,2152.96,57.38,1094.7,560.78,11686.32,835.04,2749.53,3062.71,629,2681.85,3511.48,NA,1981.75,291.26,222.27,3525.66,255.48,861.75,213.51,3612.39,209.7,2356.23,NA,418.08,20882.4,116.17,NA,134.43,3050.23,737.51,NA,524.71,252.75,NA,3096.97,750.03,594.58,107.15,236.73
9/6/2006,196.23,1649.41,1115.89,1226.52,NA,1629.92,1719.89,2822.47,5753.98,826.51,531.72,1755.69,271.33,400.8,951.5,293.71,708.02,1747.81,245.97,2354.58,NA,2307.91,2138.22,NA,NA,NA,NA,273.24,1182.22,181.51,607.59,1085.53,130.4,10409.39,675.72,NA,1404.01,NA,1132.89,NA,1622.22,1098.22,388.06,2643.62,1650.38,5644.06,NA,149.65,34.84,3916.11,740.49,108.94,158.37,2286.84,58.83,1051.43,611.1,11686.32,835.04,2851.59,3088.24,613.66,2681.85,3801.56,NA,1998.67,288.78,242.03,3537.86,256.3,851.26,210.5,3567.01,208.11,2301.58,NA,423.57,20882.4,116.79,NA,134.85,3018.74,720.36,NA,501.74,241.84,NA,3096.97,745.62,546.73,108.15,241.91
9/13/2006,190.17,1637.11,1144.19,1214.53,NA,1607.74,1719.89,2896.39,5768.33,804.95,540.63,1780.34,270.64,382.38,951.5,293.71,732.48,1691.82,250.64,2295.3,NA,2306.43,2247.84,NA,NA,NA,NA,277.12,1221.46,187.7,593.03,1056.97,133.43,10150.77,679.57,NA,1363.89,NA,1111.48,NA,1635.81,1063.81,376.96,2602.43,1684.31,5725.47,NA,146.1,34.38,3908.71,751.27,109.19,161.05,2155.16,59.04,1021.14,605.99,11652.93,835.04,2812.24,2784.52,606.99,2624.41,3702.32,NA,2054.26,283.59,233.8,3511.72,259.03,890.05,199.95,3481.53,204.76,2317.36,NA,427.1,20882.4,116.48,NA,131.96,3039.73,788.96,NA,522.89,251.84,NA,3096.97,738.56,561.06,104.15,241.35
