Name,ALLIED BANK,MCB BANK,ABBOTT LABS.(PAK.),ADAMJEE INSURANCE COMPANY,AGP,AGRIAUTO INDUSTRIES,ARCHROMA PAKISTAN,ASKARI BANK,ATLAS HONDA,ATTOCK PETROLEUM,ATTOCK REFINERY,BANK AL HABIB,BANK AL-FALAH LIMITED,BANNU WOOLLEN MILLS,BESTWAY CEMENT,BYCO PETROLEUM PAKISTAN,CHERAT CEMENT COMPANY,COLGATE-PALMOLIVE PAKISTAN,D G KHAN CEMENT COMPANY,DAWOOD HRC.CHEMS.CORP.,DOLMEN CITY,EFU GENERAL INSURANCE,ENGRO,ENGRO FERTILIZERS,ENGRO FOODS,ENGRO POLYMER & CHEMICALS,FATIMA FERTILIZER,FAUJI CEMENT COMPANY,FAUJI FERTILIZER COMPANY,FAUJI FOODS,FAUJI FTLZ.BIN QASIM,FAYSAL BANK,FIRST HABIB MODARABA,GADOON TEXTILE MILLS,GHANI GLASS,GLAXOSMITHKLINE PAK.,GLXSK.CSM.HLTHCR. PAK.,GUL AHMED TEXTILE MILLS,HABIB BANK,HABIB METROPOLITAN BANK,HASCOL PETROLEUM,HONDA ATLAS CARS (PAKISTAN),IBRAHIM FIBRES,ICI PAKISTAN,IGI HOLDINGS,INDUS MOTOR COMPANY,INTERNATIONAL INDS.,INTERNATIONAL STEELS,JUBILEE LIFE INSURANCE COMPANY,KARACHI ELECTRIC SUPP.,KOHAT CEMENT COMPANY,KOHINOOR TEXTILE MILLS,KOT ADDU POWER COMPANY,LOTTE CHEMICAL PAKISTAN,LUCKY CEMENT,MAPLE LEAF CEMENT FACTORY,MARI PETROLEUM COMPANY,MEEZAN BANK,MILLAT TRACTORS,MURREE BREWERY COMPANY,NAT.BANK OF PAKISTAN,NATIONAL FOODS,NATIONAL REFINERY,NESTLE PAKISTAN,NISHAT CHUNIAN,NISHAT CHUNIAN POWER,NISHAT MILLS,OIL & GAS DEVELOPMENT COMPANY,ORIX LEASING PAKISTAN,PACKAGES,PAK ELEKTRON,PAK SUZUKI MOTOR,PAK.TELECM.CO.,PAKISTAN INTL.BULK,PAKISTAN OIL FIELDS,PAKISTAN PETROLEUM,PAKISTAN SERVICES,PAKISTAN STATE OIL COMPANY,PAKISTAN STOCK EXCHANGE LTD.,PAKISTAN TOBACCO COMPANY,PHILIP MORRIS PAKISTAN,PIONEER CEMENT,SAIF POWER,SERVICE INDUSTRIES,SHAKARGANJ SUGAR,SHELL PAKISTAN,SHIFU INTL HOSPITAL,STANDARD CHARTERED BANK (PAKISTAN),SUI NORTHERN GAS PIPELINES,SUI SOUTHERN GAS COMPANY,SEARL,UBL
4/7/1999,NA,36.74,118.19,150.43,NA,32.97,105.51,150.88,190.14,NA,157.87,95.42,NA,96.4,NA,NA,33.61,226.31,6.77,254.8,NA,76.31,494.65,NA,NA,NA,NA,40,136.51,78.05,48.64,140.23,16.05,155,42.42,NA,185.68,NA,69.41,NA,90.42,119.01,126.97,103.4,59.06,155.49,NA,54.26,45.76,37.74,5.72,NA,NA,56.67,4.18,95.82,NA,394.33,87.33,NA,286.67,38.71,269.2,60.15,NA,127.13,NA,73.38,345.44,3.07,49.99,47.48,56.61,NA,235.7,NA,53.5,780.24,6.55,NA,116,429.12,107.14,NA,28.82,40.35,NA,247.5,40.21,151.72,23.97,NA
4/14/1999,NA,35.45,118.19,143.89,NA,31.32,120.58,149.67,190.14,NA,157.87,96.64,NA,98.94,NA,NA,30.62,231.96,6.43,236.27,NA,87.21,442.99,NA,NA,NA,NA,37.5,133.44,75.61,46.65,140.23,16.05,143.33,41.06,NA,185.68,NA,69.41,NA,83.47,114.85,122.39,107.45,54.3,155.49,NA,56.74,42.51,37.74,5.72,NA,NA,54.17,3.9,98.81,NA,394.33,87.33,NA,286.67,38.37,307.66,60.15,NA,121.21,NA,73.38,349.98,5,49.99,44.06,56.61,NA,237.16,NA,53.5,794.42,6.18,NA,116,405.89,97.14,NA,27.58,36.64,NA,247.5,37.4,152.19,23.55,NA
4/21/1999,NA,37.33,118.19,171.92,NA,40.38,120.58,150.88,190.14,NA,157.87,97.86,NA,98.94,NA,NA,36.11,231.96,7.28,231.64,NA,87.21,421.9,NA,NA,NA,NA,40,133.19,75,46.43,149.9,15.5,153.33,41.06,NA,185.68,NA,69.41,NA,83.47,121.51,119.78,107.45,56.25,155.49,NA,54.96,42.74,37.74,5.54,NA,NA,56.67,4.25,96.42,NA,402.99,87.33,NA,286.67,37.71,340.38,56.14,NA,124.17,NA,73.38,359.07,5,50.41,45.5,56.61,NA,257.46,NA,53.5,794.42,6.55,NA,116,421.46,95.71,NA,28.04,37.3,NA,247.5,37.4,153.14,23.97,NA
4/28/1999,NA,39.64,122.13,174.72,NA,50.27,120.58,155.69,190.14,NA,157.87,97.86,NA,101.48,NA,NA,34.94,231.96,7.19,236.27,NA,87.21,454.35,NA,NA,NA,NA,39.37,132.16,74.7,46.43,145.07,15.2,183.33,46.39,NA,185.68,NA,69.41,NA,90.42,119.85,121.74,107.45,62.74,155.49,NA,54.96,42.74,37.74,5.17,NA,NA,50.83,4.11,97.32,NA,402.99,87.33,NA,286.67,38.37,340.38,60.15,NA,120.03,NA,70.45,364.98,5,48.73,53,56.61,NA,264.89,NA,55.83,794.42,6.18,NA,116,422.48,124.29,NA,28.51,37.3,NA,264,37.21,156.44,24.3,NA
5/5/1999,NA,41.69,134.34,178.46,NA,62.64,105.51,174.32,190.14,NA,157.87,99.09,NA,101.48,NA,NA,41.6,231.96,7.36,243.22,NA,87.21,477.88,NA,NA,NA,NA,48.12,140.6,79.27,45.98,145.07,16.84,175,45.23,NA,160.21,NA,69.41,NA,92.51,126.5,130.9,120.66,65.33,155.49,NA,56.74,44.13,37.74,5.54,NA,NA,56.67,4.32,113.79,NA,433.33,87.33,NA,265.9,44.05,328.64,61.35,NA,127.86,NA,70.45,382.25,4.95,48.73,53.4,56.61,NA,295.33,NA,55.83,794.42,6.8,NA,116,444.31,114.29,NA,28.82,39.7,NA,280.5,36.64,167.27,24.55,NA
5/12/1999,NA,42.12,134.34,170.58,NA,51.92,105.51,158.09,199.65,NA,157.87,97.86,NA,121.77,NA,NA,46.42,230.55,8.12,233.95,NA,91.02,440.83,NA,NA,NA,NA,43.12,138.81,77.44,46.43,152.32,17.94,183.33,45.23,NA,158.57,NA,67.59,NA,86.95,122.34,136.14,120.66,65.77,155.49,NA,54.96,46.22,41.51,6.83,NA,NA,60,4.53,118.28,NA,459.33,84.21,NA,265.9,43.38,328.64,64.16,NA,133.48,NA,76.32,381.34,4.95,48.73,58.53,56.61,NA,320.77,NA,54.66,794.42,7.41,NA,116,457.07,114.29,NA,28.66,42.53,NA,255.75,35.24,175.75,24.05,NA
5/19/1999,NA,39.9,134.34,154.83,NA,55.22,84.41,164.7,209.16,NA,157.87,97.37,NA,136.99,NA,NA,47.92,213.58,9.9,243.22,NA,92.66,451.65,NA,NA,NA,NA,48.12,142.9,78.66,46.65,152.32,16.34,216.67,45.23,NA,158.57,NA,71.24,NA,89.03,129,164.94,109.69,65.77,153.91,NA,53.9,50.17,41.51,5.54,NA,NA,76.67,5.36,118.28,NA,463.66,77.97,NA,265.9,50.05,375.59,68.17,NA,137,NA,76.32,390.89,4.95,48.73,64.84,56.61,NA,405.28,NA,54.66,794.42,8.28,NA,110.34,493.96,114.29,NA,33.47,46.67,NA,280.5,42.58,183.29,24.22,NA
5/26/1999,NA,40.84,134.34,153.36,NA,51.1,105.51,165.9,209.16,NA,157.87,93.7,NA,152.22,NA,NA,45.76,213.58,8.8,243.22,NA,92.66,444.89,NA,NA,NA,NA,43.75,135.87,78.35,47.31,147.49,15.95,183.33,46.33,NA,158.57,NA,69.41,NA,84.16,131.5,171.48,109.69,63.17,153.91,NA,60.28,54.12,45.28,5.54,NA,NA,66.67,5.08,113.79,NA,519.99,77.97,NA,299.14,47.05,492.96,68.97,NA,144.02,NA,79.25,409.07,5.19,44.28,69.18,55.59,NA,363.33,NA,56.06,794.42,7.41,NA,110.34,459.5,114.29,NA,36.72,50.16,NA,247.5,44.44,179.05,24.39,NA
6/2/1999,NA,35.88,134.34,130.81,NA,42.86,113.05,154.48,209.16,NA,157.87,92.97,NA,152.22,NA,NA,40.1,184.58,7.78,229.9,NA,92.11,419.46,NA,NA,NA,NA,41.25,128.46,71.65,43.11,145.07,14.95,183.33,42.97,NA,158.57,NA,69.41,NA,76.51,129.83,126.32,109.69,60.58,153.91,NA,53.19,49.47,45.28,8.31,NA,NA,66.67,4.46,113.79,NA,519.99,77.97,NA,282.52,42.38,328.64,70.18,NA,139.1,NA,79.25,390.89,4.95,42.01,62.73,55.59,NA,308.05,NA,47.69,794.42,6.18,NA,110.34,431.42,114.29,NA,34.4,43.4,NA,264,34.73,159.26,22.12,NA
6/9/1999,NA,35.03,134.34,130.81,NA,41.21,113.05,150.28,209.16,NA,157.87,92.97,NA,152.22,NA,NA,42.43,183.87,7.62,208.47,NA,82.57,416.49,NA,NA,NA,NA,39.37,131.14,70.12,42.45,145.07,15.45,183.33,42.91,NA,158.57,NA,69.41,NA,79.29,116.52,111.27,109.69,58.63,153.91,NA,53.19,46.22,45.28,8.31,NA,NA,56.67,4.32,110.79,NA,563.32,77.97,NA,274.21,40.04,347.42,70.18,NA,135.59,NA,67.51,381.8,5,42.01,54.71,55.59,NA,292.6,NA,58.15,794.42,7.17,NA,110.34,421.84,114.29,NA,34.09,40.35,NA,264,32.45,139,22.2,NA
6/16/1999,NA,35.03,131.79,123.89,NA,42.03,107.72,147.87,199.65,NA,157.87,88.08,NA,152.22,NA,NA,39.93,183.87,7.45,232.8,NA,82.57,414.05,NA,NA,NA,NA,38.12,117.49,73.17,40.9,145.07,15.65,216.67,41.75,NA,158.57,NA,64.12,NA,71.29,118.18,109.3,109.69,56.68,153.91,NA,53.19,43.67,45.28,7.94,NA,NA,73.33,4.18,90.43,NA,519.99,93.57,NA,274.21,40.71,319.25,64.16,NA,132.78,NA,70.45,363.62,4.85,42.01,51.55,55.59,NA,279.58,NA,58.15,794.42,5.93,NA,121.37,421.21,114.29,NA,31.89,38.17,NA,264,29.77,132.4,21.78,NA
6/23/1999,NA,35.37,130.38,110.44,NA,41.21,104,141.26,194.9,NA,123.43,88.81,NA,152.22,NA,NA,41.6,183.87,7.02,232.8,NA,85.16,402.15,NA,NA,NA,NA,36.25,105.11,67.68,39.13,145.07,15.65,216.67,42.62,NA,158.57,NA,64.12,NA,71.64,111.52,104.72,103.55,50.41,153.91,NA,53.19,39.25,59.25,7.94,NA,NA,68.33,4.25,101.81,NA,519.99,93.57,NA,274.21,38.71,352.12,66.57,NA,124.35,NA,76.32,363.62,4.7,42.01,51.03,55.08,NA,273.82,NA,54.66,794.42,5.93,NA,121.37,408.44,114.29,NA,28.86,35.99,NA,247.5,27.6,120.15,20.6,NA
6/30/1999,NA,37.08,130.38,113.31,NA,39.56,104.37,143.06,183.01,NA,123.43,90.03,NA,152.22,NA,NA,43.26,183.87,7.02,249.95,NA,85.16,392.15,NA,NA,NA,NA,36.87,108.44,67.99,40.46,135.4,15.7,200,40.59,NA,158.57,NA,64.85,NA,75.82,116.52,115.85,136.02,53.22,153.91,NA,67.38,39.72,59.25,7.94,NA,NA,58.33,3.97,107.2,NA,519.99,93.57,NA,274.21,39.71,328.64,66.97,NA,133.48,NA,76.32,372.71,4.7,42.01,52.21,55.08,NA,280.18,NA,54.43,780.24,6.3,NA,121.37,418.65,114.29,NA,29.75,37.51,NA,247.5,27.39,132.88,20.35,NA
7/7/1999,NA,38.84,117.71,124.49,NA,36.26,104.37,149.07,183.49,NA,123.43,83.92,NA,152.22,NA,NA,44.09,226.31,7.45,247.5,NA,85.16,386.2,NA,NA,NA,NA,37.5,118.42,70.43,39.79,132.98,15.6,200,41.17,NA,158.57,NA,65.76,NA,76.51,119.85,121.74,120.66,57.11,152.32,NA,55.32,44.13,59.25,7.94,NA,NA,76.67,4.18,107.8,NA,519.99,81.09,NA,274.21,42.71,352.12,66.97,NA,129.97,NA,76.32,377.25,4.7,42.01,53.92,55.08,NA,341.06,NA,62.81,780.24,6.8,NA,121.37,433.97,114.29,NA,30.47,38.82,NA,247.5,31.32,159.26,22.7,NA
7/14/1999,NA,40.5,117.71,134.77,NA,37.09,111.43,153.28,183.49,NA,123.43,84.65,NA,152.22,NA,NA,43.26,226.31,7.45,237.7,NA,85.16,382.41,NA,NA,NA,NA,39.37,113.1,70.43,40.02,145.07,15.6,200,41.17,NA,158.57,NA,63.93,NA,83.47,127.34,124.36,120.66,57.11,152.32,NA,56.74,45.29,59.25,7.94,NA,NA,75,4.18,104.8,NA,649.99,77.97,NA,249.28,42.71,345.07,76.19,NA,131.38,NA,67.51,377.25,4.85,40.33,54.19,55.08,NA,378.32,NA,60.25,794.42,6.67,NA,121.37,463.58,114.29,NA,31.18,41.66,NA,247.5,41.55,152.67,22.7,NA
7/21/1999,NA,41.15,117.71,139,NA,41.21,111.43,155.08,185.39,NA,125.49,87.59,NA,126.85,NA,NA,43.43,226.31,8.55,245.05,NA,85.16,401.07,NA,NA,NA,NA,40,118.82,71.95,42,147.49,15.6,216.67,44.07,NA,158.57,NA,62.11,NA,79.99,121.51,126.32,120.66,58.84,152.32,NA,55.32,46.69,59.25,7.38,NA,NA,79.17,5.36,103.31,NA,649.99,77.97,NA,249.28,44.05,345.07,72.18,NA,141.21,NA,76.32,454.52,4.65,36.97,58.92,55.08,NA,388.17,NA,58.15,794.42,6.8,NA,121.37,486.3,114.29,NA,33.14,42.31,NA,249.15,41.34,162.56,23.13,NA
7/28/1999,NA,44.94,117.71,136.73,NA,44.51,111.43,173.72,190.14,NA,125.49,94.19,NA,126.85,NA,NA,43.26,226.31,8.8,245.05,NA,85.16,402.43,NA,NA,NA,NA,40.63,129.07,77.44,42,157.16,15.95,183.33,41.75,NA,158.57,NA,65.76,NA,91.47,118.18,132.21,120.66,65.33,152.32,NA,59.93,46.69,59.25,8.31,NA,NA,87.5,5.43,101.81,NA,684.66,77.97,NA,249.28,45.05,464.79,71.78,NA,140.51,NA,79.25,454.52,4.65,37.39,59.31,53.55,NA,406.64,NA,62.81,794.42,7.41,NA,121.37,500.34,114.29,NA,35.28,45.58,NA,249.15,42.48,173.4,23.04,NA
8/4/1999,NA,47.16,125.39,139,NA,52.75,118.86,185.74,190.14,NA,125.49,97.86,NA,126.85,NA,NA,46.09,226.31,9.31,245.05,NA,91.71,403.78,NA,NA,NA,NA,49.37,130.26,80.79,46.43,159.57,16.94,183.33,42.56,NA,213.61,NA,69.41,NA,92.16,130.67,134.83,107.5,68.36,158.67,NA,56.38,47.85,52.45,8.31,NA,NA,93.33,5.36,107.8,NA,675.99,77.97,NA,270.06,47.72,464.79,73.78,NA,151.75,NA,79.25,499.97,4.65,37.39,60.76,53.04,NA,419.21,NA,69.78,794.42,8.03,NA,121.37,497.79,114.29,NA,38.31,48.2,NA,249.15,52.61,202.14,23.21,NA
8/11/1999,NA,44.29,127.95,123.89,NA,50.27,118.86,177.93,190.14,NA,125.49,107.65,NA,126.85,NA,NA,48.59,226.31,8.72,242.6,NA,91.71,394.85,NA,NA,NA,NA,46.88,126.27,76.52,46.43,159.57,17.19,183.33,53.93,NA,164.32,NA,72.15,NA,90.42,128.17,122.39,109.69,66.63,161.84,NA,58.51,44.83,49.06,10.34,NA,NA,86.67,4.74,106.9,NA,658.66,80.78,NA,270.06,44.38,399.07,82.21,NA,142.62,NA,79.25,454.52,4.55,36.97,56.03,53.04,NA,379.53,NA,72.11,794.42,7.54,NA,121.37,487.58,114.29,NA,35.46,44.93,NA,257.4,57.36,195.07,22.87,NA
8/18/1999,NA,45.4,130.51,127.51,NA,57.69,115.15,191.15,192.99,NA,125.49,105.45,NA,126.85,NA,NA,49.92,226.31,8.97,242.6,NA,91.71,405.94,NA,NA,NA,NA,45,127.07,75.91,51.29,159.57,19.43,186.67,57.99,NA,164.32,NA,72.15,NA,91.47,129,125.01,109.69,67.5,161.84,NA,56.03,44.83,49.06,12,NA,NA,90,4.87,103.31,NA,781.72,77.97,NA,270.06,47.72,381.23,86.22,NA,149.64,NA,79.25,545.43,4.95,37.81,57.21,53.04,NA,388.47,NA,71.64,794.42,7.29,NA,121.37,542.46,114.29,NA,35.1,44.49,NA,265.65,80.1,176.7,23.29,NA
8/25/1999,NA,43.92,130.51,125.85,NA,53.57,115.15,192.35,192.99,NA,125.49,102.76,NA,126.85,NA,NA,56.57,226.31,9.05,240.15,NA,88.44,404.32,NA,NA,NA,NA,46.25,132.39,75,49.3,157.16,21.43,233.33,49,NA,164.32,NA,76.72,NA,92.16,132.33,132.21,109.69,69.66,161.84,NA,56.38,45.99,52.83,15.14,NA,NA,89.17,5.15,108.7,NA,779.12,81.09,NA,270.06,41.71,410.8,95.44,NA,147.53,NA,79.25,490.88,4.95,39.91,56.16,53.04,NA,391.65,NA,67.46,794.42,7.41,NA,121.37,510.55,114.29,NA,34.92,44.06,NA,277.2,93.22,183.76,24.05,NA
9/1/1999,NA,42.26,130.51,117.69,NA,52.75,115.15,179.73,192.99,NA,125.49,97.86,NA,126.85,NA,NA,54.91,186.7,8.46,242.6,NA,88.44,405.4,NA,NA,NA,NA,45,138.38,73.48,45.54,157.16,19.93,250,51.03,NA,164.32,NA,69.41,NA,99.47,131.5,126.98,109.69,72.04,161.84,NA,53.19,44.36,50.94,12.92,NA,NA,83.33,4.46,105.1,NA,779.99,81.09,NA,270.06,45.51,443.67,87.82,NA,141.91,NA,73.38,490.88,4.95,40.33,56.03,53.04,NA,381.35,NA,69.78,794.42,6.8,NA,121.37,510.55,114.29,NA,33.32,42.31,NA,268.95,89.92,175.28,23.04,NA
9/8/1999,NA,38.28,130.51,104.55,NA,49.45,115.15,163.5,192.99,NA,125.49,95.42,NA,126.85,NA,NA,57.4,186.7,8.04,242.6,NA,88.44,408.38,NA,NA,NA,NA,41.25,126.67,68.6,42,159.57,21.93,241.67,57.99,NA,164.32,NA,69.41,NA,97.38,129,117.81,107.5,69.66,161.84,NA,51.42,41.58,51.7,12,NA,NA,75.83,4.39,102.71,NA,779.99,81.09,NA,270.06,43.38,410.8,84.21,NA,139.1,NA,73.38,499.97,5.04,45.37,51.29,53.04,NA,372.11,NA,74.44,780.24,6.3,NA,121.37,502.9,114.29,NA,31.89,39.7,NA,268.95,55.19,172.46,22.7,NA
9/15/1999,NA,39.67,130.51,105.76,NA,49.45,115.15,165.9,192.99,NA,125.49,95.91,NA,126.85,NA,NA,56.91,186.7,8.12,225.44,NA,88.11,407.02,NA,NA,NA,NA,41.25,130.4,68.9,41.78,164.41,18.94,260,60.02,NA,164.32,NA,65.76,NA,93.9,133.16,121.74,105.3,69.01,161.84,NA,50.71,41.34,67.92,12.37,NA,NA,78.33,4.6,103.31,NA,701.99,81.09,NA,270.06,43.71,401.41,96.24,NA,139.81,NA,73.38,490.88,4.95,36.13,52.08,53.04,NA,377.41,NA,58.62,780.24,6.55,NA,121.37,506.72,114.29,NA,31.71,41.44,NA,297,64.39,166.8,23.13,NA
9/22/1999,NA,42.44,121.55,110.59,NA,46.98,96.57,170.71,192.99,NA,125.49,94.44,NA,111.63,NA,NA,56.57,186.7,8.12,234.99,NA,85.16,464.17,NA,NA,NA,NA,40,124.28,70.12,40.68,169.25,20.83,275,53.08,NA,164.32,NA,65.76,NA,91.47,133.99,123.05,107.5,70.31,161.84,NA,50.35,42.97,75.47,16.43,NA,NA,78.33,4.74,104.5,NA,701.99,90.45,NA,270.06,44.38,410.8,94.64,NA,143.32,NA,85.27,509.06,4.95,33.61,55.89,53.04,NA,398.62,NA,69.78,780.24,6.55,NA,121.37,505.45,114.29,NA,32.07,41.44,NA,297,61.29,179.99,23.04,NA
9/29/1999,NA,40.87,121.55,114.82,NA,46.98,96.57,168.31,192.99,NA,125.49,92.97,NA,126.85,NA,NA,53.25,198.02,7.78,234.99,NA,85.16,453.89,NA,NA,NA,NA,40,122.28,68.6,40.68,166.83,20.43,283.33,51.94,NA,164.32,NA,74.89,NA,90.42,131.5,118.47,105.3,70.96,161.84,NA,58.87,42.27,75.47,18.46,NA,NA,78.33,4.46,103.31,NA,658.66,88.89,NA,270.06,44.05,410.8,91.88,NA,141.91,NA,83.07,491.34,4.95,33.19,54.84,53.04,NA,400.58,NA,67.46,780.24,7.41,NA,121.37,499.07,114.29,NA,32.43,43.19,NA,297,58.5,179.52,22.7,NA
10/6/1999,NA,40.22,125.39,122.82,NA,49.45,94.72,170.11,192.99,NA,125.49,98.11,NA,126.85,NA,NA,49.92,198.02,7.87,234.99,NA,85.16,521.91,NA,NA,NA,NA,40,125.74,67.99,40.46,174.08,20.68,333.33,51.88,NA,164.32,NA,74.89,NA,90.42,132.33,119.12,105.3,71.82,161.84,NA,58.16,42.97,71.7,13.66,NA,NA,76.67,4.46,106.6,NA,671.66,88.11,NA,249.28,44.05,408.46,91.88,NA,144.02,NA,73.38,490.88,4.95,30.92,56.68,53.04,NA,421.94,NA,69.78,780.24,8.03,NA,121.37,549.55,114.29,NA,33.67,48.42,NA,280.5,49.2,184.24,22.28,NA
10/13/1999,NA,42.16,124.11,135.07,NA,49.45,94.72,173.12,192.99,NA,125.49,103.98,NA,126.85,NA,NA,54.91,198.02,8.46,245.47,NA,86.8,661.82,NA,NA,NA,NA,40,130.53,69.82,40.46,178.92,20.83,341.67,48.26,NA,212.79,NA,82.2,NA,102.94,132.33,118.47,105.3,83.94,161.84,NA,58.16,42.74,71.7,13.48,NA,NA,78.33,4.6,101.81,NA,671.66,87.49,NA,240.97,44.38,408.46,91.88,NA,147.53,NA,77.79,502.25,4.95,33.52,57.47,53.04,NA,431.63,NA,79.09,794.42,7.66,NA,121.37,538.22,114.29,NA,33.85,47.33,NA,295.35,54.05,183.76,22.62,NA
10/20/1999,NA,37.63,121.55,118.89,NA,41.21,100.29,159.89,192.99,NA,125.49,93.21,NA,126.85,NA,NA,48.25,198.02,7.02,242.92,NA,86.8,613.52,NA,NA,NA,NA,38.75,120.15,62.5,36.04,178.92,20.43,268.33,47.41,NA,197.18,NA,73.07,NA,102.25,124.84,103.41,109.58,77.88,166.6,NA,58.16,37.16,52.14,13.66,NA,NA,70.83,4.04,98.22,NA,671.66,87.49,NA,232.66,40.91,408.46,91.88,NA,139.1,NA,78.52,472.7,4.95,31.09,50.5,53.04,NA,386.2,NA,70.95,794.42,6.55,NA,121.37,511.58,114.29,NA,30.82,44.71,NA,295.35,35.24,169.16,21.86,NA
10/27/1999,NA,38.93,121.55,130.2,NA,45.33,85.62,162.3,192.99,NA,127.9,95.42,NA,126.85,NA,NA,48.59,198.02,7.11,237.8,NA,86.8,574.66,NA,NA,NA,NA,38.12,121.61,62.8,36.48,174.08,19.73,316.67,48.26,NA,197.18,NA,73.07,NA,110.94,129,108.65,109.58,78.96,166.6,NA,57.45,39.25,47.8,14.77,NA,NA,74.17,4.11,100.01,NA,814.65,87.49,NA,281.69,42.04,408.46,82.69,NA,140.51,NA,78.52,499.97,4.95,33.52,51.82,53.04,NA,407.4,NA,74.44,780.24,6.55,NA,121.37,564.87,114.29,NA,35.1,48.2,NA,313.5,36.38,176.23,23.55,NA
11/3/1999,NA,40.87,121.55,131.77,NA,51.1,85.62,171.31,266.2,NA,120.66,95.42,NA,106.55,NA,NA,48.42,198.02,7.11,235.25,NA,83.52,599.64,NA,NA,NA,NA,36.87,125.34,63.11,40.46,183.75,21.43,361.67,50.73,NA,197.18,NA,73.43,NA,113.38,145.65,109.96,109.58,79.83,192.36,NA,54.96,42.04,47.8,15.69,NA,NA,73.33,4.25,106.6,NA,814.65,86.55,NA,265.9,48.85,408.46,105.66,NA,149.64,NA,78.52,476.23,4.95,36.55,52.61,56.1,NA,418.76,NA,79.09,805.06,6.3,NA,121.37,577.66,114.29,NA,37.06,50.6,NA,493.35,42.17,189.89,23.46,NA
11/10/1999,NA,40.04,121.55,122.66,NA,47.8,85.62,168.31,285.21,NA,120.66,97.86,NA,109.6,NA,NA,53.25,198.02,7.02,249.31,NA,88.44,610.74,NA,NA,NA,NA,35.62,121.35,61.89,39.79,210.35,21.93,341.67,53.08,NA,201.29,NA,73.43,NA,116.85,139.82,106.69,109.58,79.4,192.36,NA,53.19,40.88,47.8,16.62,NA,NA,69.17,4.25,110.79,NA,875.32,86.55,NA,232.66,47.38,408.46,124.04,NA,150.34,NA,78.52,476.23,4.95,34.79,50.63,55.13,NA,411.79,NA,93.05,805.06,6.18,NA,121.37,556.87,114.29,NA,35.28,50.16,NA,495,37.21,182.35,23.21,NA
11/17/1999,NA,39.67,127.95,123.29,NA,51.1,81.9,170.11,285.21,NA,120.66,96.64,NA,112.89,NA,NA,52.75,198.02,7.02,232.69,NA,85.16,599.08,NA,NA,NA,NA,36.87,121.48,60.67,39.79,222.44,21.48,350,54.29,NA,201.29,NA,73.98,NA,113.72,134.83,106.03,109.58,78.27,192.36,NA,53.19,41.11,52.14,16.62,NA,NA,70.83,4.25,103.9,NA,793.85,95.13,NA,232.66,46.32,401.3,128.63,NA,151.75,NA,78.96,505.39,4.45,34.11,51.82,58.14,NA,410.58,NA,92.58,805.06,6.18,NA,121.37,570.33,114.29,NA,35.63,49.73,NA,511.5,38.45,182.35,23.13,NA
11/24/1999,NA,42.9,127.95,126.74,NA,51.1,81.9,173.72,285.21,NA,120.66,103.98,NA,112.89,NA,NA,53.58,198.02,7.28,237.8,NA,83.52,619.07,NA,NA,NA,NA,35,123.74,62.2,39.79,227.27,23.42,366.67,59.12,NA,259.62,NA,76.72,NA,117.55,145.65,108.65,114.08,80.68,192.36,NA,63.12,42.27,78.22,22.15,NA,NA,70,4.18,107.8,NA,814.65,115.71,NA,255.93,46.92,401.41,137.82,NA,222,NA,78.96,524.82,4.45,34.45,53.92,59.02,NA,416.18,NA,97.7,805.06,6.3,NA,121.37,697.43,114.29,NA,37.06,52.78,NA,519.75,39.58,188.95,23.38,NA
12/1/1999,NA,46.05,127.95,136.17,NA,50.27,81.9,180.93,266.2,NA,120.66,107.65,NA,136.49,NA,NA,55.74,203.68,8.63,248.03,NA,88.44,631.29,NA,NA,NA,NA,42.5,129.07,64.63,43.99,227.27,23.92,350,59.12,NA,259.62,NA,84.39,NA,117.93,151.47,117.16,109.8,79.23,192.36,NA,65.6,44.13,59.97,25.85,NA,NA,84.17,4.67,107.2,NA,797.32,130.99,NA,255.93,46.52,399.07,136.9,NA,222,NA,78.96,534.54,4.6,34.03,54.58,59.02,NA,431.78,NA,139.57,822.08,6.8,NA,121.37,699.42,85.71,NA,35.99,51.69,NA,531.51,40.51,193.19,23.55,NA
12/8/1999,NA,47.16,133.07,145.43,NA,51.1,92.86,195.96,266.2,NA,120.66,110.1,NA,135.73,NA,NA,59.9,183.31,8.8,273.6,NA,94.99,719.86,NA,NA,NA,NA,41.87,133.59,65.55,48.42,216.98,25.91,350,61.53,NA,262.91,NA,80.01,NA,121.07,173.11,133.52,109.69,83.34,192.36,NA,60.64,46.46,59.97,24,NA,NA,94.17,5.15,111.99,NA,788.65,127.87,NA,274.21,48.72,399.07,157.12,NA,222,NA,78.96,631.25,4.55,34.45,57.6,59.02,NA,488.58,NA,139.57,881.68,7.54,NA,121.37,743.39,71.43,NA,40.27,57.8,NA,531.51,45.99,199.78,24.39,NA
