KARACHI SE 100 - PRICE INDEX
1048.5
1007.73
1032.98
1092.18
1128.06
1166.31
1269.09
1293.94
1140.77
1095.09
1056.57
1026.56
1054.67
1110.02
1127.44
1177.82
1217.47
1262.86
1199.45
1218.45
1221.69
1211.71
1149.87
1153.88
1201.11
1190.36
1224.24
1256.95
1148.45
1176.56
1209.25
1183.31
1184.55
1229.28
1255.22
1333.17
1370.69
1407.49
1380.03
1479.71
1570.85
1718.37
1702.54
1795.95
1782.6
1832.41
2013.46
1874.49
1968.25
1948.57
2054.43
1990.38
1944.16
1941.65
2034.61
1968.4
1883.95
1769.59
1650.53
1620.5
1563.65
1446.61
1458.92
1549.93
1541.13
1516.02
1545.83
1611.58
1591.41
1558.09
1572.17
1584.76
1531.19
1488.88
1573.81
1580.68
1565.28
1559.67
1605.48
1575.33
1520.49
1515.23
1486.49
1495.94
1427.45
1388.07
1307.15
1303.35
1372.14
1471.02
1507.59
1550.42
1529.51
1464.39
1466.64
1461.61
1485.38
1509.51
1488.03
1423.18
1433.03
1401.06
1380.27
1340.76
1329.17
1327.43
1389.14
1378.33
1378.01
1348.93
1366.53
1343.79
1374.99
1379.45
1384.33
1368.29
1362.77
1337.46
1311.76
1290.17
1258.76
1247.51
1234.1
1267.8
1274.6
1258.35
1240.93
1208.3
1139.64
1123.63
1087.41
1168.98
1245.44
1400.32
1406.05
1353.78
1351.1
1358.73
1376.39
1374.13
1380.33
1380.08
1320.62
1330.74
1387.48
1428.1
1501.07
1593.11
1655.8
1666.41
1714.94
1759.08
1828.82
1860.26
1874.06
1828.45
1870.39
1826.14
1881.71
1882.45
1898.96
1789.9
1813.56
1527.58
1699.94
1724.14
1785.04
1760.23
1774.84
1799.88
1793.98
1790.76
1792.94
1787.6
1793.2
1846.02
1873
1935.93
1986.79
1962.06
1962.77
1995.31
2029.76
2098.96
2082.24
2168.82
2252.48
2223.42
2265.39
2356.75
2285.48
2345.11
2402.31
2501.12
2551.27
2666.53
2778.16
2950.29
2739.11
2627.05
2476.49
2418.05
2500.49
2397.16
2469.99
2540.25
2506.21
2695.12
2754.01
2846.09
2944.14
2892.43
2902.42
2952.59
2978.67
3041.23
3092.59
3127.62
3210.72
3306.53
3386.48
3459.9
3552.33
3636.94
3787.81
3869.94
4092.21
4244.66
4388.57
4376.6
4528.08
4580.81
4292.59
4120.13
4067.82
4186.84
4015.16
3926.71
3785.74
3755.67
3884.2
3888.4
4068.29
4266.31
4310.96
4239.89
4419.5
4471.6
4565.23
4619.78
4722.06
4769.69
4841.33
4889.92
4899.58
4796.99
4853.84
4883.63
4982.29
5045.49
5106.67
5310.04
5458.42
5432.94
5369.43
5507.37
5354.15
5438.68
5482.91
5461.84
5464.14
5305.42
5088.86
5279.18
5409.32
5474.62
5440.49
5351.33
5309.05
5352.95
5417.86
5355.64
5320.38
5199.39
4997.35
4890.22
5196.28
5299.53
5445.5
5465.25
5383.42
5351.51
5427.37
5483.88
5535.05
5560.5
5698.64
5824.25
5966.05
6123.67
6285.68
6657.4
6746.4
6905.93
6950.1
7156.55
7508.8
8180.79
8206.14
9588.47
10079.2
8698.88
8085.56
7613.63
7123.62
7030.83
7275.74
6898.72
7497.62
7348.06
6942.42
7019.6
7263.56
7488.73
7409.84
7494.75
7530.34
7481.17
7410.98
7217.6
7442.04
7064.29
7099.22
7512.34
7796.86
7804.41
7956.5
8187.1
8196.33
8581.68
8791.94
8872.96
8235.12
8436.62
8693.54
8895.68
9016.34
9025.93
9374.86
9403.98
9504.43
9466.47
9853.31
9990.19
10235.17
10214.01
10496.95
10913.78
11259.29
11446.33
11473.99
10594.01
10392.91
11278.48
11414.37
11666.38
11992.23
12048.11
11910.09
11728.14
11571.9
11094.41
11116.88
9800.69
10202.36
8766.98
10103.31
9434.15
9936.33
9920.66
10198.79
10343.1
10558.32
10655.54
10576.78
10244.69
10086.34
10068.7
9988.63
10032.57
10386.52
10743.55
10886.78
11399.83
11566.8
11011.14
10973.08
10811.86
10646.24
10594.57
10677.99
10587.09
10182.46
10031.46
10066.32
10374.36
10614.95
10856.74
11272.33
11729.03
11454.77
11521.49
11179.97
11146.27
11280.34
11296.62
11233.56
11414.86
11894.96
12189.29
12166.03
12433.22
12393.28
12258.85
12496.17
12806.93
13212.11
13477.24
13556.73
13669.03
13869.03
13967.4
13659.84
13595.2
13688.9
13564.42
12786.6
12320.55
12228.06
12663.86
12784
13127.58
13271.37
14045.23
14486.06
14590.17
14260.95
14319.42
13500.58
13315.58
13508.98
13884.9
14137.38
14556.13
14508.29
14814.85
13353.38
14266.42
13846.67
13787.03
13990.11
14018.18
14115.89
14829.58
15019.69
14957.82
15171.42
14964.42
15198.86
15332.91
15404.17
15540.35
15470.14
15122.47
14455.29
14593.44
13974.49
12254.98
13089.5
13016.38
12261.07
12430.29
12126.1
11796.47
10491.88
11018.5
10853.02
9678.82
9902.35
10525.99
9144.93
9239.15
9315.68
9216.23
9190.75
9179.68
9178.73
9184.24
9183.74
9182.88
9183.14
9183.14
9184.09
9187.1
9187.1
9187.1
8105.63
6660.18
5865.01
