KARACHI SE 100 - PRICE INDEX
6074.87
6051.16
5136.48
5139.93
5534.25
5429.43
5880.14
5580.78
5815.43
5557.92
6266
6674.2
6931.9
7340.3
7807.08
7574.17
7271.3
7198.87
7242.6
7060.72
7188.84
6989.94
7047.25
7075.93
7025.89
7270.72
7476.11
7686.15
7802.81
7536.98
7834.69
8058.46
7952.7
8319.74
8878.64
9084.98
9137.06
9436.82
9349.67
9836.5
9804.61
9247.78
9251.84
9154.99
8916.18
9144.76
9204.57
9087.7
8905.43
9253.66
9302.92
9507.95
9727.36
9784.85
9904.74
9603.55
9627.63
9733.36
9867.09
9686.18
9419.43
9784.98
9981.48
10146.27
10178.43
10523.01
10570.88
10590.21
10519.02
10561.74
10222.04
10050.04
9611.55
9499.06
9678.38
9436.88
9715.39
9721.91
9789.69
10187
10234.03
10436.29
10390.27
9875.68
9705
9553.81
9735.38
9891.13
10046.57
9946.42
10022.25
10029.36
10389.97
10486.02
10704.16
10617.65
10941.94
10965.99
11154.83
11221.81
11629.93
11786.09
11848.62
11886.02
12140.84
12281.24
12577.61
12483.34
12242.39
12299.28
12077.84
11523.42
11699.16
12128.15
11794.57
11488.06
11808.61
11933.17
11734.72
11745.06
11947.44
11672.05
12036.36
11884.61
12168.12
12264.06
12367.29
12317.15
12369.41
12423.3
12533.55
12262.52
12433.17
12265.53
11941.72
11311.29
11269.95
10941.08
11070.58
11329.77
11297.02
11851.98
11625.69
11868.17
12059.07
11640.46
11387.22
11746.09
11957.3
11992.77
11633.97
11532.83
11283.89
11300.99
11268.55
11352.59
11361.97
10930.49
11547.71
11949.75
11930.55
12263.25
12311.04
12603.67
12877.88
13244.95
13360.67
13293.12
13575.41
13945.3
13816.96
13937.95
14217.74
14142.52
14613.59
14081.07
14032.82
13871.75
13745.73
13368.89
13667.18
13799.12
14178.1
14380.46
14596.59
14564.68
14716.86
14744.14
14970.92
15000.08
15151.31
15293.39
15278.48
15588.66
15399.42
15712.21
15753.82
15654.62
15865.53
15910.11
16218.01
16120.52
16256.97
16424.03
16675.7
16744.6
16869.83
16927.34
16489.99
16742.22
16181.47
16908.67
17205.27
17408.52
17696.45
17947.07
18080.9
18000.45
17760.44
17753.97
17897.9
18575.88
18723.35
18394.12
18779.66
18982.42
19472.55
20566.69
21458.9
21441.12
22092.42
22324.57
22135.72
21002.57
21802.86
22984.94
22994.72
23776.22
23312.77
23237.19
23613.2
23015.27
22236.33
21875.83
23231.68
22930.06
23060.9
22189.67
21657.22
21599.78
22347.29
22310.6
23165.21
23287.06
23800.97
23768.35
24445.38
24972.9
25524.46
25366.69
25608.85
26341.08
26761.78
27015.12
26595.63
26751.45
26677.27
25686.93
25500.5
26521.99
27115.21
27258.68
26821.92
27932.02
28941.01
29458.15
28717.19
28912.98
28330.03
28528.19
28760.12
28987.32
29452.23
29783.3
29157.98
28981.34
29676.8
29477.29
29776.17
30465.43
30314.07
29382.97
28505.55
28664.84
27811.35
29595.55
29691.31
30136.57
30095.8
29996.61
30103.23
30120.99
29940.39
30113.24
30593.31
31629.2
31756.29
31454.47
31872.73
31781.65
30667.14
32000.01
32131.28
32835.95
33585.75
34329.5
34386.86
34672.25
34203.99
33718.86
33845.3
33242.95
32539.61
31524.98
31086.51
30605.06
31887.3
32248.86
33490.65
33460.01
33839.28
32915.44
32599
32842.59
33908.62
34323.84
34482
34331.94
34843.61
35328.83
35699.75
36056.68
35676.5
36156.83
35892.77
35461.58
33537.42
34309.76
33830.36
33345.56
32822.84
32287.41
33376.2
33974.85
33943.74
34061.42
34522.95
33934.04
33949.26
33199.86
32392.92
33020.26
32714.6
32500.75
32825.03
32968.26
32154.17
30766.01
31101.38
32084.06
32144.59
31469.7
30786.6
31772.9
32957.98
32891.08
32928.3
32922.4
33946.37
33646.1
33619.84
34269.28
35317.56
36266.23
36318.21
36499.43
36496.17
37426.4
38559.88
38149.26
37786.57
37966.76
39049.46
39098.79
39434.97
39615.76
39805.88
40057.52
39506.58
39809.58
40084.87
40340.23
39771.42
40355.02
41253.46
41403.97
40924.14
40526.81
41742.75
42203.63
42404.47
42901.02
42622.37
44494.99
46185.27
46993.31
47424.63
48704.99
49371.6
48642.21
49756.77
49455.86
49874.96
49214.15
48981.65
48992.16
49754.72
48305.83
49016.79
48375.63
47577.31
48457.26
47603.48
49827.51
48605.14
51103.53
51511.41
52876.46
50591.57
50162.81
47608.64
45474.46
46332.31
45413.42
43792.19
45418.7
45908.39
46949.04
45998.81
44186.96
42910.79
41323.65
41389.99
42310.12
43347.03
42290.15
40461
40503.68
40733.45
41595.32
40453.64
41259.16
40662.79
40591.87
39672.89
39907.32
38819.65
38208.06
40146.73
41544.27
43630.74
43358.97
45063.21
44049.05
44096.49
43353.04
42919.78
43239.44
43441.18
43407.72
44645.95
45172.99
46103.61
46486.49
45478.63
45718.34
45196.37
43795
42301.2
42772.25
42546.48
44144.2
43507.5
43002.83
41717.99
40345.68
39586.76
40897.9
41339.22
42810.04
42731.86
42446.56
42425.1
42249.44
41620.96
40522.04
41320.13
40909.91
40560.19
38792.09
37647.34
39271.12
41649.36
41543.98
40994.05
41419.24
40704.8
39303.11
38307.44
38063.15
38218.07
37795.25
38921.69
39271.94
40057.85
40607.12
41505.68
40544.11
40279.38
38692.69
39568.1
38928.93
38547.76
38965.01
38022.8
36579.32
38391
38712
38901
39748
40360
40873
40435
40933
40895
40451
40637
41576
41224
41390
41326
41455
41755
42705
43480
43931
44069
44414
44124
43508
43732
43813
44547
44553
44758
45211
45336
45653
46997
47175
46716
47308
47764
47318
47619
47817
47435
47661
48320
48533
48338
48967
49227
49355
49714
49847
49815
49897
